emp_length,homeownership,annual_income,verified_income,debt_to_income,delinq_2y,months_since_last_delinq,inquiries_last_12m,total_credit_lines,open_credit_lines,total_credit_limit,total_credit_utilized,current_accounts_delinq,total_collection_amount_ever,num_accounts_30d_past_due,account_never_delinq_percent,public_record_bankrupt,loan_purpose,loan_amount,term,interest_rate,installment,region,amount_per_month,pd_score,data_split,PCA1,PCA2,cluster,risk_level
10.0,mortgage,75000.0,verified,10.45,0.0,50,4.0,22.0,10.0,39433.0,22895.0,0.0,0.0,0.0,94.1,1.0,debt_consolidation,25000,60,15.04,595.28,unknown,416.6666666666667,0.8226552642206146,test,0.2853453645105275,-0.9319919253122813,2,Moderate
2.0,mortgage,91900.0,source verified,3.7695000000000003,0.0,25,4.0,26.0,10.0,450371.0,55939.0,0.0,0.0,0.0,92.0,0.0,other,40000,60,9.92,848.31,unknown,666.6666666666666,0.4436597085374056,train,2.7786451487418096,-1.7999199411974907,0,Low
5.0,mortgage,122000.0,source verified,12.06,0.0,37,7.0,32.0,12.0,263800.0,43686.0,0.0,725.0499999999993,0.0,84.4,0.0,debt_consolidation,16000,36,13.59,543.67,unknown,444.44444444444446,0.355027775444627,train,1.0156597373962781,0.848943183795578,1,Very High
10.0,mortgage,88000.0,source verified,3.7695000000000003,0.0,44,6.0,45.0,21.0,259915.0,14387.0,0.0,0.0,0.0,98.4,0.0,credit_card,17000,60,9.43,356.46,unknown,283.3333333333333,0.015548742792098141,train,1.218824159264727,1.6577831446377276,1,Very High
5.930306000217794,mortgage,25000.0,verified,33.98,1.0,6,0.0,22.0,10.0,74042.0,26483.0,0.0,0.0,0.0,90.9,1.0,debt_consolidation,3000,36,19.03,110.02,unknown,88.88888888888889,0.5375985864185502,train,-2.3684503652354008,1.7502551324374167,3,High
10.0,mortgage,60000.0,not verified,37.220499999999994,0.0,25,0.0,21.0,11.0,136815.0,75552.0,0.0,0.0,0.0,100.0,0.0,credit_card,20000,60,19.03,519.15,unknown,333.3333333333333,0.37237158891232347,train,0.6143361453216228,0.3981156151128432,1,Very High
5.930306000217794,mortgage,60000.0,not verified,31.22,0.0,77,4.0,21.0,9.0,375092.0,93016.0,0.0,0.0,0.0,95.2,0.0,credit_card,12000,60,19.03,311.49,unknown,200.0,0.7022403679865904,train,0.3633928991627284,1.6763311705059982,1,Very High
3.0,rent,72000.0,source verified,20.33,0.0,37,6.0,12.0,6.0,58911.0,54947.0,0.0,0.0,0.0,91.7,0.0,debt_consolidation,30000,60,21.45,947.15,unknown,500.0,0.8905877036919675,train,0.9613283255701003,-1.840497857375784,0,Low
10.0,mortgage,175000.0,verified,9.53,0.0,25,2.0,18.0,7.0,322046.0,73705.0,0.0,0.0,0.0,100.0,0.0,medical,5000,36,21.45,203.51,unknown,138.88888888888889,0.5543715541658187,test,-0.19327862248866787,0.7269489777101334,1,Very High
1.0,mortgage,83000.0,source verified,18.44,1.0,14,1.0,11.0,6.0,532597.5999999995,39482.0,0.0,0.0,0.0,75.0,0.0,debt_consolidation,20000,60,15.05,476.33,unknown,333.3333333333333,0.7506917983707515,train,0.23978365862222173,-0.4508292932556339,3,High
10.0,mortgage,50000.0,not verified,15.6,0.0,25,0.0,13.0,9.0,70313.0,18128.0,0.0,0.0,0.0,100.0,0.0,credit_card,7000,36,6.08,213.21,unknown,194.44444444444446,0.23696491458712135,train,-2.1663405521847667,-0.17134630895327013,2,Moderate
1.0,mortgage,42000.0,source verified,32.0,0.0,25,4.0,19.0,9.0,272403.0,47575.0,0.0,0.0,0.0,100.0,1.0,credit_card,10000,36,11.98,332.05,unknown,277.77777777777777,0.44146555868857795,train,-0.8339760325772618,1.0488590975728822,2,Moderate
5.0,mortgage,100000.0,not verified,26.53,0.0,25,1.0,45.0,17.0,532597.5999999995,141889.64999999982,0.0,150.0,0.0,100.0,0.0,debt_consolidation,21050,60,13.59,485.34,unknown,350.8333333333333,0.495960226341849,test,3.184922031487567,2.4127604667066826,1,Very High
5.930306000217794,mortgage,40280.0,verified,7.27,0.0,25,1.0,10.0,4.0,188450.0,6103.0,0.0,0.0,0.0,90.0,0.0,home_improvement,3500,36,6.71,108.50600000000004,unknown,97.22222222222223,0.21397751900888198,train,-3.0691883952007752,-0.37904007351627833,2,Moderate
10.0,rent,82000.0,not verified,17.31,0.0,67,1.0,26.0,7.0,65425.0,69177.0,0.0,0.0,0.0,88.0,0.0,credit_card,8000,36,7.96,250.55,unknown,222.22222222222223,0.403687853065438,train,-1.1310618521248113,0.6029402375769213,2,Moderate
7.0,mortgage,55000.0,source verified,14.42,0.0,25,0.0,20.0,14.0,197985.0,17296.0,0.0,142.0,0.0,100.0,0.0,debt_consolidation,18000,60,12.61,405.98,unknown,300.0,0.663214432602169,train,-0.33237798254786244,-0.2993324913527252,2,Moderate
1.0,rent,55000.0,source verified,13.68,0.0,44,7.0,17.0,11.0,41891.0,26637.0,0.0,0.0,0.0,100.0,0.0,credit_card,10000,36,11.98,332.05,unknown,277.77777777777777,0.40591657310802376,train,-1.4134247278086027,0.27869503483378444,2,Moderate
5.0,rent,33000.0,not verified,19.38,0.0,25,0.0,9.0,8.0,43876.0,22920.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,3200,36,7.34,108.50600000000004,unknown,88.88888888888889,0.2413112092758553,train,-3.077860121193688,0.05421505726153422,2,Moderate
3.0,rent,60000.0,not verified,11.0,0.0,70,0.0,13.0,9.0,56000.0,14338.0,0.0,0.0,0.0,92.3,0.0,debt_consolidation,10000,36,6.07,301.15,unknown,277.77777777777777,0.08549260326231395,train,-2.0892979535844685,-0.8190191576864206,2,Moderate
4.0,mortgage,48000.0,source verified,3.7695000000000003,0.0,25,2.0,26.0,9.0,147217.0,4548.400000000001,0.0,0.0,0.0,100.0,0.0,house,6000,36,6.07,182.73,unknown,166.66666666666666,0.0538018639131252,train,-2.093020993604212,0.13915157789935997,2,Moderate
4.0,mortgage,106000.0,verified,26.25,0.0,25,2.0,36.0,15.0,405236.0,105548.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,12000,36,12.62,402.14,unknown,333.3333333333333,0.2971433834587506,train,1.59325243223413,2.0032326970470855,1,Very High
3.0,mortgage,175000.0,source verified,24.9,0.0,68,1.0,37.0,20.0,532597.5999999995,141889.64999999982,0.0,0.0,0.0,100.0,0.0,debt_consolidation,40000,60,9.44,838.91,unknown,666.6666666666666,0.1953336752209627,train,5.458350731517722,0.4869617170918831,0,Low
9.0,mortgage,50000.0,verified,36.75,1.0,3,0.0,31.0,20.0,246210.0,51523.0,0.0,0.0,0.0,90.3,0.0,credit_card,19000,60,19.03,493.19,unknown,316.6666666666667,0.3972594354375755,test,1.1837781106105938,1.7866366952823238,1,Very High
3.0,mortgage,80000.0,source verified,28.3,0.0,35,0.0,27.0,14.0,250359.0,113927.0,0.0,0.0,0.0,96.3,0.0,debt_consolidation,28000,60,20.39,747.92,unknown,466.6666666666667,0.5957300097217098,train,2.279936134720605,0.10967280137608204,1,Very High
10.0,mortgage,140000.0,not verified,13.82,0.0,25,2.0,21.0,12.0,532597.5999999995,69647.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,15000,60,9.93,318.19,unknown,250.0,0.22747090315510188,train,1.3368426608715784,0.8164804893687828,1,Very High
1.0,own,70000.0,source verified,3.7695000000000003,0.0,31,0.0,13.0,4.0,30400.0,4548.400000000001,0.0,0.0,0.0,92.3,0.0,small_business,2400,36,6.08,108.50600000000004,unknown,88.88888888888889,0.31343149600010217,train,-3.3932480318764413,-0.707813674210656,2,Moderate
2.0,rent,45000.0,source verified,10.59,0.0,25,1.0,9.0,7.0,17200.95,13304.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,10000,36,21.45,379.07,unknown,277.77777777777777,0.6038666346833468,test,-2.333518732863753,-1.237268897172622,2,Moderate
10.0,mortgage,70000.0,verified,17.06,0.0,102,2.0,21.0,14.0,363649.0,29954.0,0.0,0.0,0.0,95.2,0.0,car,24000,60,15.04,571.47,unknown,400.0,0.81032144983644,train,1.1370203460524346,-0.18603685266340794,1,Very High
2.0,rent,75000.0,not verified,18.53,0.0,25,2.0,12.0,6.0,55075.0,34186.0,0.0,0.0,0.0,100.0,0.0,other,9500,36,10.42,308.42,unknown,263.8888888888889,0.2396189861735755,train,-1.8416266294860737,-0.5388665934275549,2,Moderate
2.0,rent,53592.0,source verified,7.1,0.0,25,0.0,7.0,4.0,42499.0,10466.0,0.0,725.0499999999993,0.0,100.0,0.0,other,30000,36,12.61,1005.2,unknown,833.3333333333334,0.15093345069938116,train,-0.13394226649259758,-3.985095059780629,0,Low
5.930306000217794,mortgage,25000.0,not verified,24.79,0.0,25,0.0,12.0,6.0,23234.0,12435.0,0.0,154.0,0.0,100.0,1.0,other,10000,60,18.06,254.27,unknown,166.66666666666666,0.686086486280612,train,-2.4275409754772794,-0.25020592415388143,2,Moderate
5.0,rent,90000.0,source verified,15.72,0.0,25,7.0,24.0,10.0,77285.0,51012.0,0.0,0.0,0.0,100.0,0.0,moving,15000,60,11.99,333.6,unknown,250.0,0.6062504071701172,train,-0.15762075636181794,0.530176261967513,1,Very High
10.0,rent,77000.0,source verified,14.82,0.0,80,0.0,29.0,14.0,74852.0,44015.0,0.0,0.0,0.0,96.6,0.0,debt_consolidation,35000,60,15.05,833.57,unknown,583.3333333333334,0.4583768962429821,train,1.8268012794187949,-1.5380052290364616,0,Low
2.0,rent,42000.0,source verified,25.89,0.0,25,1.0,11.0,6.0,43239.0,31094.0,0.0,0.0,0.0,100.0,0.0,credit_card,10000,36,15.05,346.9,unknown,277.77777777777777,0.4469480948948292,train,-2.0287646106530506,-0.536126842271429,2,Moderate
4.0,mortgage,130000.0,source verified,13.51,0.0,25,2.0,15.0,11.0,403408.0,49857.0,0.0,667.0,0.0,100.0,0.0,home_improvement,40000,60,12.62,902.37,unknown,666.6666666666666,0.45816443777417165,test,2.7861209493419805,-1.9883873309822053,0,Low
10.0,own,76300.0,not verified,10.71,0.0,68,4.0,30.0,12.0,185068.0,26515.0,0.0,0.0,0.0,96.7,1.0,debt_consolidation,15000,36,6.72,461.24,unknown,416.6666666666667,0.13790611762626875,train,0.10591681496703595,0.28858385326233915,2,Moderate
2.0,mortgage,175000.0,not verified,3.7695000000000003,0.0,25,0.0,17.0,9.0,175300.0,18870.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,20000,36,6.71,614.9,unknown,555.5555555555555,0.020975624848299426,train,0.5454410035782008,-2.0846682214488905,0,Low
0.0,rent,41000.0,verified,25.7,0.0,25,0.0,23.0,7.0,29311.0,13527.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,4500,36,15.05,156.11,unknown,125.0,0.56866059901317,train,-2.6277912156442813,0.41323709781442697,2,Moderate
2.0,rent,30000.0,not verified,3.7695000000000003,0.0,25,0.0,9.0,7.0,18000.0,5542.0,0.0,0.0,0.0,100.0,0.0,car,16000,60,9.93,339.41,unknown,266.6666666666667,0.3994262850248307,train,-2.2847090494676907,-1.809003137268847,2,Moderate
6.0,mortgage,88000.0,source verified,17.24,0.0,61,2.0,39.0,23.0,404236.0,141889.64999999982,0.0,0.0,0.0,97.4,0.0,credit_card,10000,36,10.42,324.65,unknown,277.77777777777777,0.09106903851433511,train,1.868853193812632,3.083870047735026,1,Very High
2.0,mortgage,115000.0,verified,18.72,0.0,26,6.0,21.0,15.0,394519.0,69124.0,0.0,0.0,0.0,76.0,0.0,debt_consolidation,20000,60,21.45,562.78,unknown,333.3333333333333,0.858981434417072,train,1.6352389402821104,0.8891358830943459,1,Very High
10.0,rent,95731.0,not verified,19.64,0.0,25,1.0,37.0,15.0,86768.0,53109.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,20600,60,21.45,676.52,unknown,343.3333333333333,0.5943676693254651,train,1.3001719240327552,0.27317384372150155,1,Very High
2.0,rent,127000.0,source verified,9.12,1.0,7,0.0,11.0,9.0,74518.0,34313.0,0.0,0.0,0.0,100.0,0.0,major_purchase,35000,60,15.05,833.57,unknown,583.3333333333334,0.470243531934641,train,1.1217425662303393,-2.803867504248757,0,Low
10.0,mortgage,75000.0,source verified,22.91,0.0,25,0.0,27.0,8.0,224758.0,63799.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,10000,36,6.07,304.54,unknown,277.77777777777777,0.12351030547705902,train,-0.3675963416581368,0.6173048057034768,2,Moderate
5.0,mortgage,70000.0,not verified,21.41,0.0,25,1.0,21.0,6.0,279995.0,52244.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,12000,36,6.07,365.45,unknown,333.3333333333333,0.1613291476072974,train,-0.510138691191915,-0.006599595767577515,2,Moderate
5.930306000217794,own,25000.0,source verified,13.05,0.0,49,0.0,7.0,4.0,130600.0,4548.400000000001,0.0,0.0,0.0,80.0,0.0,debt_consolidation,1925,36,17.47,108.50600000000004,unknown,88.88888888888889,0.28287548016749803,train,-3.5218756753173706,-0.31168803900613096,3,High
8.0,mortgage,75000.0,verified,20.16,0.0,25,4.0,39.0,23.0,365595.0,30262.0,0.0,391.0,0.0,100.0,0.0,house,15000,36,7.34,465.5,unknown,416.6666666666667,0.19159438956861657,train,1.4658961417874603,1.9841611129603982,1,Very High
10.0,mortgage,73000.0,verified,37.220499999999994,0.0,25,7.0,28.0,23.0,146435.0,51162.0,0.0,0.0,0.0,100.0,1.0,debt_consolidation,20000,36,13.59,679.58,unknown,555.5555555555555,0.7530101240619272,train,2.021201539282347,1.6111524923198548,1,Very High
5.930306000217794,mortgage,76000.0,not verified,14.62,0.0,25,2.0,15.0,14.0,368543.0,24135.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,6000,36,6.72,184.5,unknown,166.66666666666666,0.061949543255931175,train,-1.0429099655288294,0.8961636816123869,2,Moderate
10.0,rent,175000.0,not verified,11.64,0.0,25,1.0,26.0,23.0,80444.0,45181.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,10000,36,6.07,301.11,unknown,277.77777777777777,0.15929508728250802,train,0.5500342937200846,1.047143370936274,1,Very High
8.0,mortgage,50000.0,verified,12.15,0.0,80,7.0,27.0,13.0,97664.0,21687.0,0.0,0.0,0.0,96.2,1.0,debt_consolidation,25000,36,9.93,805.86,unknown,694.4444444444445,0.46833618840058466,train,1.130194560191874,-0.8166597540943135,0,Low
10.0,own,58000.0,source verified,12.58,0.0,43,0.0,22.0,10.0,37300.0,14770.0,0.0,0.0,0.0,86.4,0.0,debt_consolidation,10000,36,9.92,322.3,unknown,277.77777777777777,0.2661686404441594,train,-1.5658817284720226,-0.25029694828861804,2,Moderate
1.0,rent,105000.0,not verified,16.73,0.0,25,0.0,7.0,6.0,63600.0,53168.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,6000,36,9.93,193.41,unknown,166.66666666666666,0.2840637646554909,train,-2.118154906550913,-0.4449950627881144,2,Moderate
10.0,mortgage,114000.0,verified,28.13,1.0,15,1.0,28.0,17.0,451597.0,88594.0,0.0,0.0,0.0,96.4,0.0,credit_card,20000,60,14.07,466.1,unknown,333.3333333333333,0.4797439199343582,train,2.2653902818331497,1.690139689996775,1,Very High
10.0,mortgage,150000.0,source verified,7.89,0.0,25,1.0,22.0,8.0,96633.0,43253.0,0.0,0.0,0.0,100.0,0.0,medical,15000,36,7.97,469.84,unknown,416.6666666666667,0.1068194579151514,train,0.1326888082452561,-0.9385957835716752,2,Moderate
0.0,mortgage,69000.0,not verified,15.42,0.0,75,0.0,37.0,8.0,291176.0,33890.0,0.0,0.0,0.0,94.3,0.0,debt_consolidation,20000,36,6.07,602.21,unknown,555.5555555555555,0.06590998547900376,train,0.6264115470783107,-0.6156489984768121,0,Low
10.0,mortgage,30000.0,not verified,32.4,0.0,27,1.0,27.0,23.0,69244.0,23425.0,0.0,0.0,0.0,93.0,0.0,debt_consolidation,10500,60,9.93,222.74,unknown,175.0,0.786396778377933,train,-0.5069563940213014,2.0388563871325895,1,Very High
5.0,mortgage,60000.0,source verified,17.28,0.0,25,2.0,16.0,13.0,47882.0,36724.0,0.0,295.0,0.0,100.0,1.0,credit_card,11400,60,14.08,265.74,unknown,190.0,0.7718575136862368,test,-1.3020082700073836,0.48491957796347573,2,Moderate
5.0,mortgage,74000.0,not verified,32.06,0.0,25,0.0,15.0,9.0,384554.0,63783.0,0.0,0.0,0.0,100.0,0.0,car,5500,36,12.61,184.29,unknown,152.77777777777777,0.11250713186140592,test,-0.9083015210287975,1.266079073281263,2,Moderate
0.0,rent,25000.0,source verified,3.7695000000000003,1.0,14,1.0,7.0,4.0,17200.95,4548.400000000001,0.0,0.0,0.0,75.0,0.0,debt_consolidation,5000,36,12.62,167.56,unknown,138.88888888888889,0.5460899726024586,train,-3.7695599785355722,-0.838667627970302,3,High
5.930306000217794,own,32000.0,source verified,22.09,0.0,34,6.0,13.0,6.0,30649.0,24714.0,0.0,0.0,0.0,76.9,0.0,other,9600,36,17.47,344.52,unknown,266.6666666666667,0.5516893260223159,test,-1.9318827335677173,0.12251989146431458,3,High
0.0,rent,31000.0,source verified,16.26,0.0,56,2.0,32.0,21.0,43430.0,14955.0,0.0,0.0,0.0,100.0,0.0,other,15000,36,12.62,502.67,unknown,416.6666666666667,0.6521672721982366,train,-0.36845210441755144,0.4811156980051441,2,Moderate
3.0,rent,64000.0,source verified,8.72,0.0,25,0.0,7.0,5.0,49500.0,19719.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,10000,36,6.71,307.45,unknown,277.77777777777777,0.17893255260004873,train,-2.3756934398812777,-1.513189750149361,2,Moderate
3.0,rent,25000.0,source verified,16.3,0.0,25,1.0,11.0,11.0,54966.0,42068.0,0.0,0.0,0.0,100.0,0.0,major_purchase,10450,60,19.42,273.5,unknown,174.16666666666666,0.6632439228843984,train,-1.8678392504640966,-0.13664088074478437,2,Moderate
2.0,mortgage,77000.0,source verified,16.04,0.0,25,3.0,23.0,16.0,188426.0,59514.0,0.0,0.0,0.0,100.0,0.0,credit_card,7200,36,12.62,241.29,unknown,200.0,0.15640312790289645,train,-0.6497430019483252,1.3475873608685998,2,Moderate
10.0,mortgage,31000.0,not verified,28.42,0.0,25,0.0,15.0,8.0,190216.0,24861.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,35000,60,14.08,815.85,unknown,583.3333333333334,0.5649309827601546,train,1.0531252683939158,-2.0265504355169024,0,Low
5.930306000217794,rent,25000.0,verified,21.94,0.0,25,1.0,11.0,6.0,17200.95,4548.400000000001,0.0,0.0,0.0,100.0,0.0,debt_consolidation,4200,36,10.91,137.33,unknown,116.66666666666667,0.8807052987242953,train,-3.147409586627558,-0.10878649135113175,2,Moderate
0.0,rent,60000.0,verified,19.22,0.0,25,3.0,23.0,14.0,69357.0,68594.0,0.0,0.0,0.0,100.0,0.0,other,2400,36,17.47,108.50600000000004,unknown,88.88888888888889,0.5285197489167457,test,-1.703384619846772,1.715346461942763,2,Moderate
9.0,mortgage,41787.0,verified,37.220499999999994,0.0,25,1.0,32.0,11.0,42639.0,36441.0,0.0,0.0,0.0,100.0,0.0,credit_card,12800,36,18.06,463.14,unknown,355.55555555555554,0.7438949613951316,train,-0.30944097210596494,0.8398546558043517,2,Moderate
4.0,mortgage,45000.0,verified,15.44,0.0,25,2.0,31.0,18.0,215675.0,13559.0,0.0,0.0,0.0,100.0,1.0,other,8000,36,16.02,281.34,unknown,222.22222222222223,0.44814213200449055,train,-0.8984223513808084,1.4295041003365134,2,Moderate
0.0,mortgage,77000.0,verified,18.39,0.0,37,3.0,11.0,7.0,174300.0,31663.0,0.0,542.0,0.0,90.0,0.0,debt_consolidation,30000,36,19.03,1096.29,unknown,833.3333333333334,0.7422131059349458,train,1.3068298522033353,-2.6745234759627645,0,Low
1.0,mortgage,72000.0,source verified,27.23,0.0,36,7.0,21.0,13.0,158659.0,65964.0,0.0,0.0,0.0,95.2,1.0,debt_consolidation,7000,36,12.62,234.58,unknown,194.44444444444446,0.7659511014157387,train,-0.6876854048446944,1.970844082050081,1,Very High
8.0,mortgage,165000.0,source verified,11.14,0.0,25,2.0,24.0,8.0,103527.0,70510.0,0.0,0.0,0.0,100.0,0.0,other,25000,36,6.07,761.35,unknown,694.4444444444445,0.11705585762730826,test,1.861146373398371,-1.69466074647602,0,Low
10.0,mortgage,43000.0,source verified,3.7695000000000003,0.0,25,3.0,30.0,15.0,45100.0,4548.400000000001,0.0,0.0,0.0,100.0,0.0,home_improvement,40000,60,9.43,838.71,unknown,666.6666666666666,0.2750511515469559,train,1.63467505835574,-2.1318999920589485,0,Low
10.0,mortgage,90000.0,verified,17.44,0.0,25,1.0,32.0,10.0,524622.0,87687.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,24000,60,10.42,514.91,unknown,400.0,0.21396775230808737,test,2.176833539256852,0.4338511094343197,1,Very High
10.0,own,95000.0,not verified,11.45,0.0,25,2.0,40.0,10.0,73740.0,14461.0,0.0,0.0,0.0,100.0,1.0,debt_consolidation,5000,36,7.96,156.59,unknown,138.88888888888889,0.24822801684454177,train,-1.2857417351104843,1.258331194551641,2,Moderate
10.0,mortgage,152000.0,not verified,21.09,0.0,48,5.0,44.0,18.0,476029.0,121076.0,0.0,0.0,0.0,97.7,0.0,small_business,40000,60,13.59,922.25,unknown,666.6666666666666,0.14126598192887704,train,5.46659643847687,0.7058142948553404,0,Low
2.0,mortgage,49500.0,source verified,34.86,0.0,25,1.0,35.0,14.0,241110.0,141889.64999999982,0.0,0.0,0.0,100.0,0.0,credit_card,15000,60,15.04,357.17,unknown,250.0,0.7597721066739476,train,1.1537000170321428,2.213791308119127,1,Very High
5.0,own,32000.0,source verified,13.77,0.0,36,1.0,21.0,15.0,37596.0,18294.0,0.0,725.0499999999993,0.0,76.2,0.0,home_improvement,5000,36,12.61,167.54,unknown,138.88888888888889,0.3106796242994401,train,-2.4222514461001476,1.159919585934289,3,High
8.0,rent,78000.0,source verified,9.61,0.0,58,3.0,21.0,15.0,48354.0,40982.0,0.0,725.0499999999993,0.0,75.0,1.0,credit_card,7000,36,7.96,219.23,unknown,194.44444444444446,0.06387024987593612,train,-1.6304182039830168,1.2236365539851823,3,High
2.0,rent,52000.0,source verified,24.39,0.0,25,4.0,23.0,9.0,86360.0,47451.0,0.0,725.0499999999993,0.0,100.0,0.0,debt_consolidation,17450,60,13.58,402.25,unknown,290.8333333333333,0.687388665433223,train,-0.5170689662935639,0.3798470608147543,2,Moderate
10.0,mortgage,147000.0,source verified,5.16,0.0,56,6.0,11.0,8.0,386381.0,23551.0,0.0,0.0,0.0,81.8,0.0,debt_consolidation,30000,60,16.01,729.71,unknown,500.0,0.7596235881332745,train,1.7689259475415642,-1.666594532463188,0,Low
10.0,own,140000.0,verified,28.53,0.0,25,1.0,40.0,14.0,454500.0,141889.64999999982,0.0,0.0,0.0,100.0,0.0,debt_consolidation,15000,36,21.45,579.95,unknown,416.6666666666667,0.45722996476563404,train,2.993629337951313,1.9937339523425575,1,Very High
5.0,rent,50000.0,not verified,20.74,0.0,25,7.0,39.0,23.0,128476.0,16061.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,20000,36,7.97,626.46,unknown,555.5555555555555,0.22328859978082247,train,1.3576537281912004,1.0710227302075757,1,Very High
5.930306000217794,rent,55000.0,not verified,12.22,1.0,19,3.0,22.0,16.0,26500.0,10994.0,0.0,0.0,0.0,85.7,1.0,debt_consolidation,15000,60,18.06,381.4,unknown,250.0,0.7978313483084712,train,-0.9238244630321587,0.4706550964128706,3,High
3.0,mortgage,175000.0,not verified,15.84,0.0,25,0.0,15.0,10.0,532597.5999999995,84019.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,12000,36,6.08,365.5,unknown,333.3333333333333,0.04341012520889237,train,1.040162970167032,0.237524759255375,1,Very High
10.0,rent,126000.0,source verified,3.82,0.0,25,0.0,9.0,4.0,49529.0,7020.0,0.0,0.0,0.0,100.0,0.0,debt_consolidation,16500,36,6.07,496.9,unknown,458.3333333333333,0.13430095041055168,train,-1.0432275857873117,-2.5176855079062936,2,Moderate
10.0,mortgage,95000.0,not verified,15.48,0.0,25,2.0,18.0,13.0,277964.0,47779.0,0.0,0.0,0.0,100.0,1.0,debt_consolidation,19200,36,6.07,578.21,unknown,533.3333333333334,0.06312637094671193,test,0.8645937281449485,-0.4378121588170628,0,Low
10.0,mortgage,80000.0,source verified,14.16,0.0,25,2.0,19.0,11.0,285387.0,22788.0,0.0,0.0,0.0,100.0,0.0,major_purchase,7050,36,9.93,227.26,unknown,195.83333333333334,0.15782197923526275,train,-1.0223440747164458,0.5889568671151696,2,Moderate
